province;red;green;blue;x;x
3302;87;48;96;x;x
3303;171;54;97;x;x
3304;45;60;98;x;x
3305;129;66;99;x;x
3306;4;72;0;x;x
3307;88;78;1;x;x
3308;172;84;2;x;x
3309;46;90;3;x;x
3310;130;96;4;x;x
3311;4;102;5;x;x
3312;88;108;6;x;x
3313;172;114;7;x;x
3314;46;120;8;x;x
3315;130;126;9;x;x
3316;4;132;10;x;x
3317;88;138;11;x;x
3318;172;144;12;x;x
3319;46;150;13;x;x
3320;130;156;14;x;x
3321;4;162;15;x;x
3322;88;168;16;x;x
3323;172;174;17;x;x
3324;46;180;18;x;x
3325;130;186;19;x;x
3326;4;192;20;x;x
3327;88;198;21;x;x
3328;4;39;30;x;x
3329;88;45;31;x;x
3330;172;108;77;x;x
3331;130;60;69;x;x
3332;88;135;46;x;x
3333;172;78;72;x;x
3334;46;114;78;x;x
3335;172;18;62;x;x
3336;88;12;61;x;x
3337;46;24;63;x;x
3338;130;123;44;x;x
3339;130;153;49;x;x
3340;172;141;47;x;x
3341;46;177;53;x;x
3342;88;72;71;x;x
3343;4;36;65;x;x
3344;88;102;76;x;x
3345;46;84;73;x;x
3346;130;90;74;x;x
3347;130;30;64;x;x
3348;4;189;55;x;x
3349;4;96;75;x;x
3350;4;6;60;x;x
3351;4;126;80;x;x
3352;88;165;51;x;x
3353;130;120;79;x;x
3354;4;66;70;x;x
3355;46;147;48;x;x
3356;130;183;54;x;x
3357;88;195;56;x;x
3358;4;129;45;x;x
3359;46;54;68;x;x
3360;46;207;58;x;x
3361;172;201;57;x;x
3362;130;0;59;x;x
3363;88;132;81;x;x
3364;46;204;93;x;x
3365;130;210;94;x;x
3366;88;192;91;x;x
3367;4;3;95;x;x
3368;172;198;92;x;x
3369;172;15;97;x;x
3370;88;9;96;x;x
3371;172;75;7;x;x
3372;46;81;8;x;x
3373;88;99;11;x;x
3374;4;93;10;x;x
3375;46;111;13;x;x
3376;130;117;14;x;x
3377;88;129;16;x;x
3378;172;135;17;x;x
3379;46;141;18;x;x
3380;172;165;22;x;x
3381;4;30;35;x;x
3382;4;210;65;x;x
3383;88;3;66;x;x
3384;46;201;28;x;x
3385;4;60;40;x;x
3386;172;132;52;x;x
3387;4;150;55;x;x
3388;4;180;60;x;x
3389;172;102;47;x;x
3390;46;171;23;x;x
3391;88;186;61;x;x
3392;4;120;50;x;x
3393;172;192;62;x;x
3394;130;207;29;x;x
3395;4;183;25;x;x
3396;4;90;45;x;x
3397;130;114;49;x;x
3398;46;198;63;x;x
3399;88;189;26;x;x
3400;172;162;57;x;x
3401;172;42;37;x;x
3402;46;78;43;x;x
3403;88;66;41;x;x
3404;172;195;27;x;x
3405;130;84;44;x;x
3406;172;72;42;x;x
3407;88;36;36;x;x
3408;46;168;58;x;x
3409;46;18;33;x;x
3410;4;0;30;x;x
3411;130;144;54;x;x
3412;130;24;34;x;x
3413;172;12;32;x;x
3414;46;138;53;x;x
3415;130;177;24;x;x
3416;130;54;39;x;x
3417;46;108;48;x;x
3418;88;96;46;x;x
3419;46;48;38;x;x
3420;46;45;73;x;x
3421;172;39;72;x;x
3422;130;162;99;x;x
3423;130;168;29;x;x
3424;89;90;71;x;x
3425;130;69;19;x;x
3426;88;180;31;x;x
3427;5;150;10;x;x
3428;88;120;21;x;x
3429;130;48;9;x;x
3430;130;123;99;x;x
3431;130;78;14;x;x
3432;46;54;23;x;x
3433;4;99;95;x;x
3434;131;18;59;x;x
3435;130;132;94;x;x
3436;172;150;97;x;x
3437;172;126;22;x;x
3438;130;111;84;x;x
3439;5;144;80;x;x
3440;172;48;22;x;x
3441;130;15;39;x;x
3442;46;126;93;x;x
3443;130;18;4;x;x
3444;88;24;76;x;x
3445;88;42;21;x;x
3446;46;132;23;x;x
3447;46;102;18;x;x
3448;89;93;36;x;x
3449;172;36;7;x;x
3450;172;180;2;x;x
3451;89;96;1;x;x
3452;172;195;82;x;x
3453;46;78;98;x;x
3454;46;114;33;x;x
3455;88;141;31;x;x
3456;172;45;57;x;x
3457;130;36;49;x;x
3458;88;117;56;x;x
3459;172;78;27;x;x
3460;46;150;68;x;x
3461;46;144;38;x;x
3462;89;120;76;x;x
3463;4;30;90;x;x
3464;88;60;11;x;x
3465;5;117;40;x;x
3466;131;174;14;x;x
3467;130;60;24;x;x
3468;46;12;3;x;x
3469;130;57;59;x;x
3470;130;159;34;x;x
3471;172;57;17;x;x
3472;46;63;18;x;x
3473;130;9;9;x;x
3474;4;78;85;x;x
3475;4;153;75;x;x
3476;4;102;60;x;x
3477;4;207;0;x;x
3478;4;6;15;x;x
3479;4;144;25;x;x
3480;173;159;47;x;x
3481;88;189;81;x;x
3482;172;120;92;x;x
3483;4;87;80;x;x
3484;46;36;78;x;x
3485;4;117;85;x;x
3486;172;42;92;x;x
3487;172;72;97;x;x
3488;4;198;5;x;x
3489;172;6;2;x;x
3490;47;75;33;x;x
3491;46;204;48;x;x
3492;46;153;33;x;x
3493;88;27;41;x;x
3494;88;177;66;x;x
3495;130;180;44;x;x
3496;4;126;35;x;x
3497;47;105;38;x;x
3498;172;66;12;x;x
3499;4;201;70;x;x
3500;46;156;98;x;x
3501;46;48;93;x;x
3502;4;105;25;x;x
3503;173;102;2;x;x
3504;88;114;91;x;x
3505;130;63;89;x;x
3506;4;183;80;x;x
3507;46;162;28;x;x
3508;46;87;93;x;x
3509;172;60;82;x;x
3510;46;174;43;x;x
3511;130;72;84;x;x
3512;88;72;26;x;x
3513;130;99;24;x;x
3514;47;138;8;x;x
3515;172;129;87;x;x
3516;4;51;45;x;x
3517;130;183;9;x;x
3518;130;75;49;x;x
3519;130;3;79;x;x
3520;46;201;83;x;x
3521;46;69;48;x;x
3522;173;189;52;x;x
3523;4;72;55;x;x
3524;173;192;17;x;x
3525;172;171;7;x;x
3526;5;87;35;x;x
3527;46;159;63;x;x
3528;4;195;40;x;x
3529;46;123;28;x;x
3530;4;69;90;x;x
3531;172;30;77;x;x
3532;88;204;6;x;x
3533;172;81;92;x;x
3534;46;186;3;x;x
3535;88;78;56;x;x
3536;88;192;46;x;x
3537;46;30;48;x;x
3538;88;144;96;x;x
3539;89;63;31;x;x
3540;130;0;14;x;x
3541;131;204;19;x;x
3542;130;12;74;x;x
3543;46;141;73;x;x
3544;4;96;30;x;x
3545;131;81;34;x;x
3546;88;36;91;x;x
3547;172;189;97;x;x
3548;88;207;71;x;x
3549;4;18;75;x;x
3550;172;204;77;x;x
3551;172;117;27;x;x
3552;172;123;57;x;x
3553;88;45;86;x;x
3554;5;180;15;x;x
3555;46;9;38;x;x
3556;88;69;61;x;x
3557;46;90;58;x;x
3558;172;24;47;x;x
3559;4;9;80;x;x
3560;172;51;87;x;x
3561;130;126;64;x;x
3562;172;84;57;x;x
3563;88;210;36;x;x
3564;5;177;50;x;x
3565;172;210;7;x;x
3566;130;207;84;x;x
3567;172;141;2;x;x
3568;47;42;63;x;x
3569;88;0;1;x;x
3570;46;51;58;x;x
3571;4;171;65;x;x
3572;4;162;70;x;x
3573;89;0;56;x;x
3574;130;201;99;x;x
3575;88;21;11;x;x
3576;4;204;35;x;x
3577;46;84;28;x;x
3578;130;135;59;x;x
3579;88;195;11;x;x
3580;172;159;92;x;x
3581;4;132;65;x;x
3582;130;129;29;x;x
3583;172;156;27;x;x
3584;4;39;85;x;x
3585;4;114;20;x;x
3586;130;186;74;x;x
3587;4;15;10;x;x
3588;172;3;37;x;x
3589;4;63;60;x;x
3590;46;72;13;x;x
3591;172;90;87;x;x
3592;131;141;44;x;x
3593;47;168;13;x;x
3594;88;18;46;x;x
3595;131;108;74;x;x
3596;88;66;96;x;x
3597;4;165;35;x;x
3598;172;93;52;x;x
3599;5;84;70;x;x
3600;88;159;76;x;x
3601;88;123;86;x;x
3602;46;210;78;x;x
3603;4;177;95;x;x
3604;46;57;88;x;x
3605;89;186;16;x;x
3606;88;138;66;x;x
3607;172;99;82;x;x
3608;130;84;99;x;x
3609;46;105;83;x;x
3610;130;171;94;x;x
3611;89;126;6;x;x
3612;172;183;67;x;x
3613;46;39;43;x;x
3614;131;51;29;x;x
3615;4;138;95;x;x
3616;130;39;14;x;x
3617;4;54;10;x;x
3618;88;147;61;x;x
3619;88;171;36;x;x
3620;5;207;55;x;x
3621;88;165;6;x;x
3622;131;171;49;x;x
3623;172;21;82;x;x
3624;46;111;68;x;x
3625;46;96;88;x;x
3626;173;129;42;x;x
3627;88;6;86;x;x
3628;130;45;44;x;x
3629;172;54;52;x;x
3630;172;198;47;x;x
3631;4;108;90;x;x
3632;173;66;67;x;x
3633;130;66;54;x;x
3634;130;165;64;x;x
3635;88;99;66;x;x
3636;88;39;56;x;x
3637;4;111;55;x;x
3638;88;90;16;x;x
3639;5;120;5;x;x
3640;47;72;68;x;x
3641;173;99;37;x;x
3642;88;15;81;x;x
3643;46;192;33;x;x
3644;172;207;42;x;x
3645;47;102;73;x;x
3646;4;66;25;x;x
3647;89;183;51;x;x
3648;130;141;89;x;x
3649;88;108;61;x;x
3650;130;189;39;x;x
3651;46;147;3;x;x
3652;46;18;88;x;x
3653;4;24;5;x;x
3654;172;147;32;x;x
3655;130;24;89;x;x
3656;4;33;55;x;x
3657;88;198;76;x;x
3658;4;60;95;x;x
3659;4;168;0;x;x
3660;173;162;12;x;x
3661;89;153;46;x;x
3662;88;111;26;x;x
3663;130;198;34;x;x
3664;172;111;97;x;x
3665;46;117;98;x;x
3666;46;207;13;x;x
3667;172;153;62;x;x
3668;130;93;94;x;x
3669;46;171;78;x;x
3670;4;189;10;x;x
3671;131;138;79;x;x
3672;4;93;65;x;x
3673;47;135;43;x;x
3674;130;87;64;x;x
3675;172;12;87;x;x
3676;88;48;51;x;x
3677;172;186;32;x;x
3678;46;177;8;x;x
3679;5;114;75;x;x
3680;46;33;13;x;x
3681;172;27;12;x;x
3682;173;69;32;x;x
3683;4;42;50;x;x
3684;172;174;72;x;x
3685;46;42;8;x;x
3686;88;75;91;x;x
3687;46;135;88;x;x
3688;88;30;6;x;x
3689;130;138;24;x;x
3690;88;153;91;x;x
3691;89;123;41;x;x
3692;130;42;79;x;x
3693;4;135;30;x;x
3694;5;54;65;x;x
3695;88;174;1;x;x
3696;172;114;62;x;x
3697;130;192;4;x;x
3698;88;201;41;x;x
3699;89;156;11;x;x
3700;130;117;69;x;x
3701;46;3;8;x;x
3702;88;132;36;x;x
3703;4;141;60;x;x
3704;88;87;51;x;x
3705;131;21;24;x;x
3706;4;45;15;x;x
3707;88;183;96;x;x
3708;172;105;67;x;x
3709;172;135;72;x;x
3710;172;144;67;x;x
3711;130;6;44;x;x
3712;46;189;68;x;x
3713;173;126;77;x;x
3714;130;33;84;x;x
3715;130;153;4;x;x
3716;88;129;71;x;x
3717;5;210;20;x;x
3718;46;21;53;x;x
3719;4;0;85;x;x
3720;172;201;12;x;x
3721;173;9;22;x;x
3722;89;33;26;x;x
3723;46;27;83;x;x
3724;5;24;60;x;x
3725;89;30;61;x;x
3726;46;0;43;x;x
3727;46;195;98;x;x
3728;172;15;52;x;x
3729;4;192;75;x;x
3730;88;162;41;x;x
3731;88;57;46;x;x
3732;172;63;47;x;x
3733;130;102;89;x;x
3734;88;54;81;x;x
3735;46;6;73;x;x
3736;4;159;5;x;x
3737;131;114;4;x;x
3738;47;15;23;x;x
3739;173;36;62;x;x
3740;4;36;20;x;x
3741;4;3;50;x;x
3742;47;198;18;x;x
3743;46;60;53;x;x
3744;130;108;19;x;x
3745;4;129;0;x;x
3746;88;93;81;x;x
3747;88;135;1;x;x
3748;130;54;94;x;x
3749;172;168;42;x;x
3750;4;81;50;x;x
3751;46;129;58;x;x
3752;5;147;45;x;x
3753;88;168;71;x;x
3754;173;6;57;x;x
3755;88;81;21;x;x
3756;172;138;37;x;x
3757;130;105;54;x;x
3758;47;12;58;x;x
3759;130;210;49;x;x
3760;4;12;45;x;x
3761;172;87;22;x;x
3762;4;147;90;x;x
3763;46;183;38;x;x
3764;47;45;28;x;x
3765;5;90;0;x;x
3766;130;30;19;x;x
3767;4;48;80;x;x
3768;172;18;17;x;x
3769;47;108;3;x;x
3770;46;120;63;x;x
3771;172;96;17;x;x
3772;88;51;16;x;x
3773;173;39;27;x;x
3774;131;144;9;x;x
3775;46;165;93;x;x
3776;46;66;83;x;x
3777;130;195;69;x;x
3778;172;177;37;x;x
3779;4;84;15;x;x
3780;4;156;40;x;x
3781;173;156;82;x;x
3782;47;162;83;x;x
3783;131;168;84;x;x
3784;5;174;85;x;x
3785;89;180;86;x;x
3786;173;186;87;x;x
3787;47;192;88;x;x
3788;131;198;89;x;x
3789;5;204;90;x;x
3790;89;210;91;x;x
3791;173;3;92;x;x
3792;47;9;93;x;x
3793;131;15;94;x;x
3794;5;21;95;x;x
3795;5;81;5;x;x
3796;131;105;9;x;x
3797;89;117;11;x;x
3798;173;93;7;x;x
3799;47;99;8;x;x
3800;5;141;15;x;x
3801;47;189;23;x;x
3802;131;165;19;x;x
3803;47;6;28;x;x
3804;173;153;17;x;x
3805;47;159;18;x;x
3806;89;147;16;x;x
3807;131;195;24;x;x
3808;131;135;14;x;x
3809;5;201;25;x;x
3810;173;183;22;x;x
3811;5;171;20;x;x
3812;89;207;26;x;x
3813;131;12;29;x;x
3814;173;30;32;x;x
3815;47;36;33;x;x
3816;89;84;41;x;x
3817;168;201;132;x;x
3818;0;192;195;x;x
3819;168;126;92;x;x
3820;84;45;206;x;x
3821;168;24;167;x;x
3822;126;153;224;x;x
3823;42;177;128;x;x
3824;0;114;90;x;x
3825;126;36;169;x;x
3826;84;150;96;x;x
3827;126;126;184;x;x
3828;168;174;192;x;x
3829;126;108;89;x;x
3830;42;84;148;x;x
3831;0;72;175;x;x
3832;168;75;182;x;x
3833;126;123;219;x;x
3834;42;81;183;x;x
3835;84;120;91;x;x
3836;126;117;189;x;x
3837;84;162;161;x;x
3838;168;141;222;x;x
3839;42;144;158;x;x
3840;126;168;99;x;x
3841;0;174;0;x;x
3842;0;39;205;x;x
3843;42;192;3;x;x
3844;84;165;226;x;x
3845;84;192;166;x;x
3846;0;189;130;x;x
3847;42;102;88;x;x
3848;126;33;204;x;x
3849;42;0;163;x;x
3850;84;18;166;x;x
3851;126;87;184;x;x
3852;168;87;142;x;x
3853;42;147;223;x;x
3854;42;93;143;x;x
3855;84;75;211;x;x
3856;42;141;193;x;x
3857;42;117;218;x;x
3858;84;198;196;x;x
3859;84;132;156;x;x
3860;42;114;153;x;x
3861;0;15;130;x;x
3862;42;63;138;x;x
3863;126;96;179;x;x
3864;42;210;198;x;x
3865;126;180;164;x;x
3866;168;207;162;x;x
3867;0;75;140;x;x
3868;168;57;137;x;x
3869;0;69;210;x;x
3870;42;111;188;x;x
3871;168;117;147;x;x
3872;42;153;153;x;x
3873;42;90;178;x;x
3874;0;102;180;x;x
3875;168;18;137;x;x
3876;0;162;190;x;x
3877;84;72;146;x;x
3878;168;108;152;x;x
3879;168;204;197;x;x
3880;126;75;19;x;x
3881;0;186;165;x;x
3882;84;27;11;x;x
3883;0;6;135;x;x
3884;42;207;133;x;x
3885;42;24;138;x;x
3886;126;156;189;x;x
3887;84;102;151;x;x
3888;0;81;20;x;x
3889;42;120;183;x;x
3890;126;138;49;x;x
3891;168;51;207;x;x
3892;0;105;145;x;x
3893;126;150;159;x;x
3894;126;66;174;x;x
3895;42;87;213;x;x
3896;126;210;169;x;x
3897;42;27;203;x;x
3898;168;195;202;x;x
3899;0;36;140;x;x
3900;42;60;173;x;x
3901;84;99;186;x;x
3902;42;9;8;x;x
3903;0;21;10;x;x
3904;0;51;15;x;x
3905;0;132;185;x;x
3906;0;165;155;x;x
3907;168;144;187;x;x
3908;126;138;94;x;x
3909;126;63;209;x;x
3910;126;147;194;x;x
3911;126;27;174;x;x
3912;0;33;175;x;x
3913;84;168;191;x;x
3914;168;156;97;x;x
3915;168;81;212;x;x
3916;168;84;177;x;x
3917;0;156;160;x;x
3918;84;195;131;x;x
3919;84;39;176;x;x
3920;42;33;133;x;x
3921;42;162;98;x;x
3922;84;42;141;x;x
3923;168;138;157;x;x
3924;168;21;202;x;x
3925;84;180;1;x;x
3926;0;126;155;x;x
3927;126;93;214;x;x
3928;84;210;6;x;x
3929;84;69;181;x;x
3930;168;114;182;x;x
3931;126;30;139;x;x
3932;168;3;7;x;x
3933;126;45;14;x;x
3934;42;69;18;x;x
3935;126;60;144;x;x
3936;126;99;144;x;x
3937;168;171;227;x;x
3938;126;39;134;x;x
3939;168;27;132;x;x
3940;0;93;185;x;x
3941;168;198;167;x;x
3942;0;45;135;x;x
3943;84;15;201;x;x
3944;168;186;2;x;x
3945;42;171;198;x;x
3946;126;183;129;x;x
3947;42;21;173;x;x
3948;0;159;225;x;x
3949;126;57;179;x;x
3950;42;3;128;x;x
3951;168;177;157;x;x
3952;168;135;192;x;x
3953;0;123;190;x;x
3954;43;81;138;x;x
3955;0;63;180;x;x
3956;42;51;178;x;x
3957;0;135;150;x;x
3958;168;33;12;x;x
3959;42;150;188;x;x
3960;42;123;148;x;x
3961;126;129;149;x;x
3962;126;69;139;x;x
3963;84;159;196;x;x
3964;84;105;216;x;x
3965;0;183;200;x;x
3966;126;15;9;x;x
3967;0;66;145;x;x
3968;168;63;17;x;x
3969;126;6;164;x;x
3970;126;0;134;x;x
3971;126;159;154;x;x
3972;84;111;146;x;x
3973;0;3;170;x;x
3974;84;135;221;x;x
3975;84;12;136;x;x
3976;84;171;156;x;x
3977;84;9;171;x;x
3978;0;153;195;x;x
3979;42;204;168;x;x
3980;168;105;187;x;x
3981;168;111;217;x;x
3982;0;204;5;x;x
3983;42;54;143;x;x
3984;84;57;16;x;x
3985;126;84;14;x;x
3986;0;9;200;x;x
3987;42;39;13;x;x
3988;84;21;131;x;x
3989;84;189;201;x;x
3990;84;201;161;x;x
3991;0;144;95;x;x
3992;126;177;199;x;x
3993;84;108;181;x;x
3994;0;195;160;x;x
3995;42;132;93;x;x
3996;126;198;4;x;x
3997;84;87;21;x;x
